user,from,index,word_t,word_t1,Vision,Motor,Socialness,Emotion_abs+1,Time,Space,score_t,score_t1
5953e5633d663c00011d235d,chair_president,1,chair,table,0.7772912422818985,0.36480039030286227,-4.07913980822009,-0.6175289686635665,0.923823752551699,2.14206879411165,43.36541001008524,-0.8473261969940518
5953e5633d663c00011d235d,chair_president,2,table,sofa,2.7945254296581536,1.703652430594246,0.13425640958660967,0.49333867911228313,-0.4641189023119603,0.6263647919413087,-0.8473261969940518,5.91495897403976
5953e5633d663c00011d235d,chair_president,3,sofa,stool,0.526849396826047,1.018518677841893,-1.306718522590861,-0.3499959906697556,-0.7618056891342349,-1.1967664029337444,5.91495897403976,5.164471186140704
5953e5633d663c00011d235d,chair_president,4,stool,seat,-5.199965772057757,-3.8025810492866,3.8815296201817757,0.20786312785828165,0.15129059109089843,1.4684836892747182,5.164471186140704,12.126549277311922
5953e5633d663c00011d235d,chair_president,5,seat,bench,1.7349053355741824,1.05409678735879,-1.334189524890336,0.9349016067197133,0.6076836650835864,-1.9748526817401637,12.126549277311922,-1.6675454997570036
5953e5633d663c00011d235d,chair_president,6,bench,desk,0.759179642920301,0.07856610125935548,-0.49456614684459366,-1.7472000604797722,0.23905872709853204,0.618651811409618,-1.6675454997570036,5.492288981437288
5953e5633d663c00011d235d,chair_president,7,desk,classroom,-2.2642749516003096,-1.4100181286815046,3.0108070755603022,-0.048006499785612916,0.7434815608587784,0.8917931048048233,5.492288981437288,2.089332791042143
5953e5633d663c00011d235d,chair_president,8,classroom,office,-0.28124925544633306,-0.6887966624867847,-0.006059585135346879,0.38461795965142864,-0.8917953704163166,-0.27066544420991256,2.089332791042143,18.26490786123133
5953e5633d663c00011d235d,chair_president,9,office,room,1.5380138395648626,0.9535158451209884,-1.9556635022213467,0.19901619584792285,0.04681685695754512,2.822378090516306,18.26490786123133,4.882645532348279
5953e5633d663c00011d235d,chair_president,10,room,computer,-0.9720208193943161,-0.3191706908831773,-1.5596786302321917,0.43194189338801725,0.5271163113492743,-5.719308006228114,4.882645532348279,-2.281438833196512
5953e5633d663c00011d235d,chair_president,11,computer,bed,2.0296528757935,1.9408861162401767,0.36051981625134344,0.9525823073314956,0.09196562190428237,3.131994372373968,-2.281438833196512,2.989299988872294
5953e5633d663c00011d235d,chair_president,12,bed,kitchen,0.40279249858216026,-0.6133224463287958,1.0878093994200788,-1.2336667090917133,-0.8196452166149201,1.2126389551150059,2.989299988872294,4.202895265048574
